t_s,robot_x,robot_y,robot_z,robot_qw,robot_qx,robot_qy,robot_qz,elevator_x,elevator_y,elevator_z,elevator_qw,elevator_qx,elevator_qy,elevator_qz,pivot_x,pivot_y,pivot_z,pivot_qw,pivot_qx,pivot_qy,pivot_qz
20.806533,5.612555,5.513879,0.000000,0.873221,0.000000,0.000000,0.487324,0.000000,0.000000,0.801960,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.662385,-0.464619,0.000000,-0.885511,0.000000
20.826548,5.594311,5.507045,0.000000,0.873432,0.000000,0.000000,0.486947,0.000000,0.000000,0.802432,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.662857,-0.463260,0.000000,-0.886223,0.000000
20.846545,5.581092,5.502017,0.000000,0.873739,0.000000,0.000000,0.486394,0.000000,0.000000,0.802717,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663142,-0.462580,0.000000,-0.886578,0.000000
20.866728,5.566680,5.496366,0.000000,0.874291,0.000000,0.000000,0.485402,0.000000,0.000000,0.802791,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663216,-0.463260,0.000000,-0.886223,0.000000
20.886558,5.549499,5.489196,0.000000,0.876443,0.000000,0.000000,0.481506,0.000000,0.000000,0.802791,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663216,-0.463260,0.000000,-0.886223,0.000000
20.906536,5.539705,5.486029,0.000000,0.877629,0.000000,0.000000,0.479341,0.000000,0.000000,0.802897,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663322,-0.462580,0.000000,-0.886578,0.000000
20.926551,5.514907,5.474422,0.000000,0.879212,0.000000,0.000000,0.476431,0.000000,0.000000,0.802698,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663123,-0.457813,0.000000,-0.889048,0.000000
20.946567,5.501081,5.466457,0.000000,0.879164,0.000000,0.000000,0.476519,0.000000,0.000000,0.801874,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.662299,-0.453033,0.000000,-0.891493,0.000000
20.966564,5.484222,5.457630,0.000000,0.877947,0.000000,0.000000,0.478758,0.000000,0.000000,0.803002,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663427,-0.448241,0.000000,-0.893913,0.000000
20.986542,5.467655,5.445950,0.000000,0.876533,0.000000,0.000000,0.481342,0.000000,0.000000,0.803002,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663427,-0.446869,0.000000,-0.894599,0.000000
21.006539,5.456781,5.437011,0.000000,0.874788,0.000000,0.000000,0.484506,0.000000,0.000000,0.803039,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663464,-0.446183,0.000000,-0.894942,0.000000
21.026536,5.445707,5.426298,0.000000,0.873560,0.000000,0.000000,0.486716,0.000000,0.000000,0.803077,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663502,-0.453717,0.000000,-0.891146,0.000000
21.046533,5.439449,5.409991,0.000000,0.871817,0.000000,0.000000,0.489831,0.000000,0.000000,0.803058,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663483,-0.459858,0.000000,-0.887993,0.000000
21.066882,5.435787,5.392839,0.000000,0.870450,0.000000,0.000000,0.492257,0.000000,0.000000,0.802574,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.662999,-0.465298,0.000000,-0.885154,0.000000
21.086545,5.431601,5.373879,0.000000,0.870000,0.000000,0.000000,0.493052,0.000000,0.000000,0.802574,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.662999,-0.465976,0.000000,-0.884797,0.000000
21.106542,5.429268,5.354568,0.000000,0.870454,0.000000,0.000000,0.492251,0.000000,0.000000,0.802735,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663160,-0.459858,0.000000,-0.887993,0.000000
21.126910,5.424409,5.337016,0.000000,0.871154,0.000000,0.000000,0.491011,0.000000,0.000000,0.802735,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663160,-0.451665,0.000000,-0.892187,0.000000
21.146536,5.420361,5.320538,0.000000,0.871341,0.000000,0.000000,0.490678,0.000000,0.000000,0.802953,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663378,-0.445496,0.000000,-0.895284,0.000000
21.166551,5.416528,5.303830,0.000000,0.871874,0.000000,0.000000,0.489731,0.000000,0.000000,0.803077,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663502,-0.439305,0.000000,-0.898338,0.000000
21.186604,5.410458,5.289566,0.000000,0.872455,0.000000,0.000000,0.488695,0.000000,0.000000,0.803151,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663576,-0.437237,0.000000,-0.899346,0.000000
21.206545,5.405392,5.275014,0.000000,0.872576,0.000000,0.000000,0.488478,0.000000,0.000000,0.803151,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663576,-0.437237,0.000000,-0.899346,0.000000
21.226542,5.400903,5.262702,0.000000,0.872863,0.000000,0.000000,0.487965,0.000000,0.000000,0.803151,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663576,-0.439305,0.000000,-0.898338,0.000000
21.246539,5.395753,5.247777,0.000000,0.872931,0.000000,0.000000,0.487844,0.000000,0.000000,0.803095,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663520,-0.444122,0.000000,-0.895966,0.000000
21.266536,5.389254,5.235688,0.000000,0.872610,0.000000,0.000000,0.488417,0.000000,0.000000,0.803058,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663483,-0.448926,0.000000,-0.893569,0.000000
21.286533,5.385040,5.225932,0.000000,0.872353,0.000000,0.000000,0.488877,0.000000,0.000000,0.802934,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.663359,-0.453033,0.000000,-0.891493,0.000000
21.306659,5.379564,5.215000,0.000000,0.871754,0.000000,0.000000,0.489943,0.000000,0.000000,0.801353,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.661778,-0.456449,0.000000,-0.889750,0.000000
21.326545,5.374562,5.204987,0.000000,0.871028,0.000000,0.000000,0.491234,0.000000,0.000000,0.801353,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.661778,-0.459177,0.000000,-0.888345,0.000000
21.346542,5.371713,5.199096,0.000000,0.870283,0.000000,0.000000,0.492552,0.000000,0.000000,0.786048,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.646473,-0.459177,0.000000,-0.888345,0.000000
21.366539,5.375914,5.204849,0.000000,0.869382,0.000000,0.000000,0.494140,0.000000,0.000000,0.773850,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.634275,-0.453717,0.000000,-0.891146,0.000000
21.386573,5.381938,5.213748,0.000000,0.866700,0.000000,0.000000,0.498830,0.000000,0.000000,0.765014,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.625439,-0.447555,0.000000,-0.894256,0.000000
21.406551,5.386513,5.221049,0.000000,0.864302,0.000000,0.000000,0.502974,0.000000,0.000000,0.765014,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.625439,-0.446869,0.000000,-0.894599,0.000000
21.426604,5.384368,5.217093,0.000000,0.862924,0.000000,0.000000,0.505334,0.000000,0.000000,0.763451,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.623876,-0.451665,0.000000,-0.892187,0.000000
21.446545,5.384307,5.217423,0.000000,0.864240,0.000000,0.000000,0.503081,0.000000,0.000000,0.763594,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.624019,-0.457131,0.000000,-0.889399,0.000000
21.466542,5.387773,5.225304,0.000000,0.865050,0.000000,0.000000,0.501686,0.000000,0.000000,0.763594,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.624019,-0.461219,0.000000,-0.887286,0.000000
21.486576,5.390032,5.229581,0.000000,0.866005,0.000000,0.000000,0.500036,0.000000,0.000000,0.763594,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.624019,-0.468011,0.000000,-0.883723,0.000000
21.506591,5.397217,5.240959,0.000000,0.866910,0.000000,0.000000,0.498465,0.000000,0.000000,0.763364,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.623789,-0.477473,0.000000,-0.878646,0.000000
21.526533,5.404808,5.253809,0.000000,0.867411,0.000000,0.000000,0.497593,0.000000,0.000000,0.763166,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.623591,-0.486210,0.000000,-0.873842,0.000000
21.546548,5.410454,5.261496,0.000000,0.868234,0.000000,0.000000,0.496156,0.000000,0.000000,0.763166,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.623591,-0.489558,0.000000,-0.871971,0.000000
21.566897,5.419035,5.275731,0.000000,0.869098,0.000000,0.000000,0.494639,0.000000,0.000000,0.761510,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.621935,-0.490895,0.000000,-0.871219,0.000000
21.586542,5.427858,5.291124,0.000000,0.869702,0.000000,0.000000,0.493577,0.000000,0.000000,0.744308,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.604733,-0.488220,0.000000,-0.872721,0.000000
21.606539,5.433766,5.300960,0.000000,0.870592,0.000000,0.000000,0.492006,0.000000,0.000000,0.726790,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.587215,-0.473425,0.000000,-0.880834,0.000000
21.626610,5.442927,5.317125,0.000000,0.871336,0.000000,0.000000,0.490687,0.000000,0.000000,0.726790,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.587215,-0.445496,0.000000,-0.895284,0.000000
21.646533,5.448235,5.327217,0.000000,0.871792,0.000000,0.000000,0.489876,0.000000,0.000000,0.704807,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.565232,-0.414336,0.000000,-0.910124,0.000000
21.666548,5.456373,5.343653,0.000000,0.871940,0.000000,0.000000,0.489613,0.000000,0.000000,0.677360,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.537785,-0.367040,0.000000,-0.930205,0.000000
21.686545,5.465382,5.360790,0.000000,0.872425,0.000000,0.000000,0.488748,0.000000,0.000000,0.611622,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.472047,-0.318048,0.000000,-0.948075,0.000000
21.706560,5.470165,5.369523,0.000000,0.872664,0.000000,0.000000,0.488320,0.000000,0.000000,0.611622,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.472047,-0.253382,0.000000,-0.967366,0.000000
21.726539,5.469261,5.367816,0.000000,0.872726,0.000000,0.000000,0.488211,0.000000,0.000000,0.571636,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.432061,-0.185301,0.000000,-0.982682,0.000000
21.746628,5.472119,5.372024,0.000000,0.873135,0.000000,0.000000,0.487479,0.000000,0.000000,0.529140,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.389565,-0.108697,0.000000,-0.994075,0.000000
21.766551,5.473837,5.373573,0.000000,0.873036,0.000000,0.000000,0.487655,0.000000,0.000000,0.450087,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.310512,-0.021474,0.000000,-0.999769,0.000000
21.786548,5.477252,5.381005,0.000000,0.871841,0.000000,0.000000,0.489788,0.000000,0.000000,0.416967,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.277392,0.059024,0.000000,-0.998257,0.000000
21.807194,5.481275,5.387096,0.000000,0.869253,0.000000,0.000000,0.494367,0.000000,0.000000,0.391046,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.251471,0.134581,0.000000,-0.990903,0.000000
21.826542,5.486592,5.393935,0.000000,0.866071,0.000000,0.000000,0.499921,0.000000,0.000000,0.391046,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.251471,0.228819,0.000000,-0.973469,0.000000
21.847095,5.490654,5.401091,0.000000,0.862421,0.000000,0.000000,0.506192,0.000000,0.000000,0.354459,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.214884,0.323134,0.000000,-0.946353,0.000000
21.866536,5.493156,5.404676,0.000000,0.858280,0.000000,0.000000,0.513182,0.000000,0.000000,0.354459,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.214884,0.384808,0.000000,-0.922997,0.000000
21.886588,5.496366,5.411570,0.000000,0.852379,0.000000,0.000000,0.522925,0.000000,0.000000,0.342081,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.202506,0.431711,0.000000,-0.902012,0.000000
21.906548,5.500503,5.419637,0.000000,0.845713,0.000000,0.000000,0.533638,0.000000,0.000000,0.334572,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.194997,0.472073,0.000000,-0.881559,0.000000
21.926545,5.505685,5.429714,0.000000,0.839492,0.000000,0.000000,0.543373,0.000000,0.000000,0.336407,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.196832,0.495565,0.000000,-0.868571,0.000000
21.946542,5.509097,5.439322,0.000000,0.832821,0.000000,0.000000,0.553542,0.000000,0.000000,0.345709,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.206134,0.508830,0.000000,-0.860867,0.000000
21.966557,5.512857,5.449834,0.000000,0.825953,0.000000,0.000000,0.563739,0.000000,0.000000,0.360908,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.221333,0.523283,0.000000,-0.852159,0.000000
21.986535,5.524622,5.464903,0.000000,0.818393,0.000000,0.000000,0.574659,0.000000,0.000000,0.381099,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.241524,0.545968,0.000000,-0.837806,0.000000
22.006532,5.537410,5.473700,0.000000,0.810480,0.000000,0.000000,0.585766,0.000000,0.000000,0.381099,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.241524,0.575181,0.000000,-0.818026,0.000000
22.026548,5.556412,5.486627,0.000000,0.801534,0.000000,0.000000,0.597949,0.000000,0.000000,0.434876,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.295301,0.612810,0.000000,-0.790230,0.000000
22.046693,5.564744,5.495990,0.000000,0.791741,0.000000,0.000000,0.610857,0.000000,0.000000,0.434876,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.295301,0.665856,0.000000,-0.746080,0.000000
22.066542,5.573805,5.500861,0.000000,0.778616,0.000000,0.000000,0.627500,0.000000,0.000000,0.492745,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.353170,0.723718,0.000000,-0.690096,0.000000
22.086705,5.578229,5.503748,0.000000,0.762741,0.000000,0.000000,0.646704,0.000000,0.000000,0.530182,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.390607,0.779778,0.000000,-0.626056,0.000000
22.106944,5.586991,5.508138,0.000000,0.745299,0.000000,0.000000,0.666730,0.000000,0.000000,0.569658,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.430083,0.833170,0.000000,-0.553017,0.000000
22.126532,5.595688,5.508833,0.000000,0.725998,0.000000,0.000000,0.687696,0.000000,0.000000,0.569658,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.430083,0.884797,0.000000,-0.465976,0.000000
22.146566,5.603996,5.509495,0.000000,0.704068,0.000000,0.000000,0.710132,0.000000,0.000000,0.611026,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.471451,0.928506,0.000000,-0.371317,0.000000
22.166545,5.607559,5.505266,0.000000,0.679531,0.000000,0.000000,0.733647,0.000000,0.000000,0.649684,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.510109,0.955594,0.000000,-0.294685,0.000000
22.186542,5.615491,5.509148,0.000000,0.652194,0.000000,0.000000,0.758052,0.000000,0.000000,0.682303,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.542728,0.972226,0.000000,-0.234042,0.000000
22.206538,5.616983,5.508768,0.000000,0.613853,0.000000,0.000000,0.789420,0.000000,0.000000,0.715888,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.576313,0.980485,0.000000,-0.196595,0.000000
22.226535,5.616586,5.508452,0.000000,0.580465,0.000000,0.000000,0.814285,0.000000,0.000000,0.745399,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.605824,0.983524,0.000000,-0.180777,0.000000
22.246532,5.613602,5.503578,0.000000,0.544885,0.000000,0.000000,0.838511,0.000000,0.000000,0.769361,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.629786,0.984749,0.000000,-0.173984,0.000000
22.266548,5.614647,5.507470,0.000000,0.506685,0.000000,0.000000,0.862131,0.000000,0.000000,0.785906,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.646331,0.985146,0.000000,-0.171718,0.000000
22.286563,5.613749,5.506840,0.000000,0.465809,0.000000,0.000000,0.884885,0.000000,0.000000,0.785906,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.646331,0.985926,0.000000,-0.167182,0.000000
22.306542,5.613166,5.506039,0.000000,0.422394,0.000000,0.000000,0.906412,0.000000,0.000000,0.787183,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647608,0.986560,0.000000,-0.163400,0.000000
22.326538,5.612704,5.505317,0.000000,0.377232,0.000000,0.000000,0.926119,0.000000,0.000000,0.787183,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647608,0.987784,0.000000,-0.155828,0.000000
22.346535,5.612798,5.499524,0.000000,0.331063,0.000000,0.000000,0.943608,0.000000,0.000000,0.787412,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647837,0.988950,0.000000,-0.148248,0.000000
22.366551,5.612031,5.503423,0.000000,0.283192,0.000000,0.000000,0.959063,0.000000,0.000000,0.787753,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648178,0.989950,0.000000,-0.141418,0.000000
22.386548,5.612035,5.502836,0.000000,0.233811,0.000000,0.000000,0.972282,0.000000,0.000000,0.787611,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648036,0.991511,0.000000,-0.130019,0.000000
22.406878,5.613940,5.497856,0.000000,0.183254,0.000000,0.000000,0.983066,0.000000,0.000000,0.787592,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648017,0.992850,0.000000,-0.119365,0.000000
22.426634,5.614042,5.497618,0.000000,0.105816,0.000000,0.000000,0.994386,0.000000,0.000000,0.787753,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648178,0.993991,0.000000,-0.109460,0.000000
22.446538,5.611441,5.501636,0.000000,0.079685,0.000000,0.000000,0.996820,0.000000,0.000000,0.787753,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648178,0.994484,0.000000,-0.104884,0.000000
22.466535,5.611489,5.501591,0.000000,0.027060,0.000000,0.000000,0.999634,0.000000,0.000000,0.787753,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648178,0.994565,0.000000,-0.104122,0.000000
22.486699,5.611484,5.501447,0.000000,0.025473,0.000000,0.000000,-0.999676,0.000000,0.000000,0.787828,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648253,0.994644,0.000000,-0.103359,0.000000
22.506529,5.611949,5.501245,0.000000,0.078103,0.000000,0.000000,-0.996945,0.000000,0.000000,0.787828,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648253,0.994644,0.000000,-0.103359,0.000000
22.526563,5.612201,5.501048,0.000000,0.130231,0.000000,0.000000,-0.991484,0.000000,0.000000,0.787592,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648017,0.993907,0.000000,-0.110222,0.000000
22.546541,5.612624,5.500722,0.000000,0.182071,0.000000,0.000000,-0.983285,0.000000,0.000000,0.787592,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.648017,0.991611,0.000000,-0.129259,0.000000
22.566538,5.613119,5.500451,0.000000,0.232851,0.000000,0.000000,-0.972512,0.000000,0.000000,0.787431,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647856,0.987057,0.000000,-0.160372,0.000000
22.586554,5.615470,5.500329,0.000000,0.283325,0.000000,0.000000,-0.959024,0.000000,0.000000,0.787344,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647769,0.978948,0.000000,-0.204109,0.000000
22.606551,5.613853,5.500948,0.000000,0.331669,0.000000,0.000000,-0.943396,0.000000,0.000000,0.787344,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647769,0.968139,0.000000,-0.250413,0.000000
22.626548,5.612671,5.500176,0.000000,0.371827,0.000000,0.000000,-0.928302,0.000000,0.000000,0.787109,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647534,0.953768,0.000000,-0.300543,0.000000
22.646767,5.611687,5.498888,0.000000,0.404494,0.000000,0.000000,-0.914541,0.000000,0.000000,0.787109,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.647534,0.935184,0.000000,-0.354164,0.000000
22.666541,5.608565,5.495153,0.000000,0.418627,0.000000,0.000000,-0.908158,0.000000,0.000000,0.785651,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.646076,0.909806,0.000000,-0.415034,0.000000
22.686538,5.606090,5.492257,0.000000,0.453523,0.000000,0.000000,-0.891245,0.000000,0.000000,0.785651,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.646076,0.886223,0.000000,-0.463260,0.000000
22.706535,5.604429,5.489599,0.000000,0.472345,0.000000,0.000000,-0.881413,0.000000,0.000000,0.780083,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.640508,0.853760,0.000000,-0.520666,0.000000
22.726551,5.605522,5.487023,0.000000,0.488008,0.000000,0.000000,-0.872839,0.000000,0.000000,0.769293,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.629718,0.814926,0.000000,-0.579565,0.000000
22.746548,5.604560,5.484815,0.000000,0.498579,0.000000,0.000000,-0.866844,0.000000,0.000000,0.753517,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.613942,0.772524,0.000000,-0.634986,0.000000
22.766563,5.604275,5.483957,0.000000,0.503992,0.000000,0.000000,-0.863708,0.000000,0.000000,0.733202,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.593627,0.731609,0.000000,-0.681724,0.000000
22.786560,5.596095,5.480143,0.000000,0.505233,0.000000,0.000000,-0.862983,0.000000,0.000000,0.680417,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.540842,0.697827,0.000000,-0.716266,0.000000
22.806538,5.584399,5.475177,0.000000,0.504116,0.000000,0.000000,-0.863636,0.000000,0.000000,0.680417,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.540842,0.677222,0.000000,-0.735779,0.000000
22.826554,5.573651,5.468528,0.000000,0.502521,0.000000,0.000000,-0.864565,0.000000,0.000000,0.648928,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.509353,0.668713,0.000000,-0.743521,0.000000
22.846532,5.555050,5.451378,0.000000,0.502625,0.000000,0.000000,-0.864505,0.000000,0.000000,0.612967,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.473392,0.673262,0.000000,-0.739404,0.000000
22.866547,5.537783,5.435076,0.000000,0.503143,0.000000,0.000000,-0.864203,0.000000,0.000000,0.577242,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.437667,0.685642,0.000000,-0.727939,0.000000
22.886544,5.520317,5.417455,0.000000,0.502728,0.000000,0.000000,-0.864444,0.000000,0.000000,0.547439,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.407864,0.700021,0.000000,-0.714122,0.000000
22.906764,5.505091,5.401331,0.000000,0.502065,0.000000,0.000000,-0.864830,0.000000,0.000000,0.527124,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.387549,0.721066,0.000000,-0.692866,0.000000
22.926538,5.488759,5.384561,0.000000,0.502500,0.000000,0.000000,-0.864577,0.000000,0.000000,0.502661,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.363086,0.739920,0.000000,-0.672695,0.000000
22.946554,5.470217,5.367251,0.000000,0.502708,0.000000,0.000000,-0.864456,0.000000,0.000000,0.502661,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.363086,0.750659,0.000000,-0.660690,0.000000
22.967255,5.452875,5.352918,0.000000,0.502894,0.000000,0.000000,-0.864348,0.000000,0.000000,0.498066,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.358491,0.751165,0.000000,-0.660114,0.000000
22.986547,5.432677,5.337754,0.000000,0.502521,0.000000,0.000000,-0.864565,0.000000,0.000000,0.497421,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357846,0.746591,0.000000,-0.665284,0.000000
23.006544,5.407024,5.321147,0.000000,0.500696,0.000000,0.000000,-0.865623,0.000000,0.000000,0.497185,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357610,0.739404,0.000000,-0.673262,0.000000
23.026541,5.378175,5.304181,0.000000,0.496708,0.000000,0.000000,-0.867918,0.000000,0.000000,0.497185,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357610,0.732654,0.000000,-0.680601,0.000000
23.046557,5.350633,5.287957,0.000000,0.493876,0.000000,0.000000,-0.869532,0.000000,0.000000,0.496503,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356928,0.724776,0.000000,-0.688985,0.000000
23.066554,5.323993,5.269531,0.000000,0.493167,0.000000,0.000000,-0.869935,0.000000,0.000000,0.496553,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356978,0.719470,0.000000,-0.694523,0.000000
23.086569,5.299148,5.249068,0.000000,0.492979,0.000000,0.000000,-0.870041,0.000000,0.000000,0.496701,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357126,0.711971,0.000000,-0.702209,0.000000
23.106529,5.278270,5.229381,0.000000,0.491916,0.000000,0.000000,-0.870643,0.000000,0.000000,0.496701,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357126,0.702209,0.000000,-0.711971,0.000000
23.126544,5.255272,5.201978,0.000000,0.490287,0.000000,0.000000,-0.871561,0.000000,0.000000,0.496770,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357195,0.697827,0.000000,-0.716266,0.000000
23.146597,5.236187,5.175486,0.000000,0.487904,0.000000,0.000000,-0.872897,0.000000,0.000000,0.496900,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357325,0.695626,0.000000,-0.718404,0.000000
23.166594,5.218866,5.148536,0.000000,0.483189,0.000000,0.000000,-0.875516,0.000000,0.000000,0.496912,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.357337,0.695626,0.000000,-0.718404,0.000000
23.186535,5.202147,5.119366,0.000000,0.477008,0.000000,0.000000,-0.878899,0.000000,0.000000,0.496305,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356730,0.695626,0.000000,-0.718404,0.000000
23.206569,5.187784,5.091985,0.000000,0.470506,0.000000,0.000000,-0.882397,0.000000,0.000000,0.495709,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356134,0.701116,0.000000,-0.713047,0.000000
23.226566,5.174957,5.068671,0.000000,0.463704,0.000000,0.000000,-0.885990,0.000000,0.000000,0.495802,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356227,0.706021,0.000000,-0.708191,0.000000
23.247175,5.160685,5.046186,0.000000,0.455871,0.000000,0.000000,-0.890046,0.000000,0.000000,0.495908,1.000000,0.000000,0.000000,0.000000,-0.088900,0.000000,1.356333,0.704934,0.000000,-0.709273,0.000000
